#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_504_(dbseq-nr_503)_[32947,40410]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_504_(dbseq-nr_503)_[42049,52688]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_504_(dbseq-nr_503)_[8129,14209]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_506_(dbseq-nr_505)_[20505,27320]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_506_(dbseq-nr_505)_[37731,44907]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
scaffold_512_(dbseq-nr_511)_[21492,28304]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|sire RNaseH|tork
scaffold_5145_(dbseq-nr_5144)_[1923,9096]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_5153_(dbseq-nr_5152)_[1159,5469]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_515_(dbseq-nr_514)_[42957,50190]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_5238_(dbseq-nr_5237)_[2352,6958]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_5277_(dbseq-nr_5276)_[249,4150]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_533_(dbseq-nr_532)_[35103,42589]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_533_(dbseq-nr_532)_[7290,17875]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret INT|crm
scaffold_535_(dbseq-nr_534)_[31388,41755]	LTR	Gypsy	v_clade	no	?	RNaseH|v_clade INT|v_clade CHR|all RT|v_clade
scaffold_537_(dbseq-nr_536)_[28602,36160]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_539_(dbseq-nr_538)_[4139,15067]	Unknown	unknown	all	unknown	+	CHR|all
scaffold_5408_(dbseq-nr_5407)_[127,7004]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret INT|maggy
scaffold_543_(dbseq-nr_542)_[31409,37380]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_550_(dbseq-nr_549)_[19743,25936]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
scaffold_5529_(dbseq-nr_5528)_[30,6356]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|maggy
scaffold_5570_(dbseq-nr_5569)_[1636,6263]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_558_(dbseq-nr_557)_[38288,43608]	LTR	Copia	copia	no	+	AP|ty1/copia INT|copia RT|hydra RNaseH|copia
scaffold_558_(dbseq-nr_557)_[4766,11370]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_5613_(dbseq-nr_5612)_[287,5255]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_561_(dbseq-nr_560)_[17111,24058]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_561_(dbseq-nr_560)_[2166,9619]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_561_(dbseq-nr_560)_[34939,37988]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_5667_(dbseq-nr_5666)_[11,4577]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_5688_(dbseq-nr_5687)_[5049,7093]	Unknown	unknown	all	unknown	-	CHR|all
scaffold_571_(dbseq-nr_570)_[22811,31043]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_576_(dbseq-nr_575)_[30717,36804]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|copia
scaffold_5771_(dbseq-nr_5770)_[7,7629]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_5774_(dbseq-nr_5773)_[202,6881]	LTR	Gypsy	v_clade	no	+	RT|reina RNaseH|v_clade INT|v_clade
scaffold_5805_(dbseq-nr_5804)_[11,4597]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_586_(dbseq-nr_585)_[31563,38636]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_588_(dbseq-nr_587)_[11522,25236]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_58_(dbseq-nr_57)_[88877,92936]	LTR	Gypsy	17_6	no	+	RNaseH|17_6
scaffold_593_(dbseq-nr_592)_[21817,28066]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|17_6 RNaseH|del INT|gmr1
scaffold_593_(dbseq-nr_592)_[9275,18585]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_594_(dbseq-nr_593)_[32925,39011]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_5_(dbseq-nr_4)_[89741,95481]	LTR	Copia	tork	no	+	INT|tork RT|tork RNaseH|sire
scaffold_604_(dbseq-nr_603)_[33957,41721]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_6108_(dbseq-nr_6107)_[380,4196]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_6113_(dbseq-nr_6112)_[2304,6541]	LTR	mixture	mixture	unknown	?	RNaseH|oryco AP|maggy
scaffold_615_(dbseq-nr_614)_[31620,39614]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_616_(dbseq-nr_615)_[5390,11867]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret INT|crm
scaffold_61_(dbseq-nr_60)_[230313,237427]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_621_(dbseq-nr_620)_[1858,7680]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_621_(dbseq-nr_620)_[34181,41555]	LTR	Gypsy	v_clade	no	+	RT|pyret RNaseH|v_clade INT|v_clade
scaffold_6270_(dbseq-nr_6269)_[5,4315]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_62_(dbseq-nr_61)_[147902,153572]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_62_(dbseq-nr_61)_[182489,188748]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_62_(dbseq-nr_61)_[198617,207545]	LTR	Gypsy	v_clade	no	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret
scaffold_62_(dbseq-nr_61)_[219345,226190]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_62_(dbseq-nr_61)_[96824,103026]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
scaffold_63_(dbseq-nr_62)_[81720,88977]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_6487_(dbseq-nr_6486)_[63,4222]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_64_(dbseq-nr_63)_[132700,140383]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_64_(dbseq-nr_63)_[150659,157199]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_64_(dbseq-nr_63)_[175459,182957]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_64_(dbseq-nr_63)_[204502,209479]	LTR	Copia	mixture	no	-	INT|retrofit RT|pseudovirus RNaseH|copia
scaffold_64_(dbseq-nr_63)_[94546,101446]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_6551_(dbseq-nr_6550)_[805,5259]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_658_(dbseq-nr_657)_[22635,34043]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_658_(dbseq-nr_657)_[6974,15608]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_659_(dbseq-nr_658)_[21043,28304]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_661_(dbseq-nr_660)_[12672,19960]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_661_(dbseq-nr_660)_[28121,33802]	LTR	Copia	mixture	no	+	AP|pseudovirus INT|tork RT|sire RNaseH|copia
scaffold_667_(dbseq-nr_666)_[18579,25645]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_669_(dbseq-nr_668)_[17687,26956]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_669_(dbseq-nr_668)_[9402,15049]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_695_(dbseq-nr_694)_[17626,32117]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_697_(dbseq-nr_696)_[23115,28544]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_702_(dbseq-nr_701)_[22304,27911]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_702_(dbseq-nr_701)_[27916,33878]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|412-mdg1 INT|gmr1
scaffold_714_(dbseq-nr_713)_[5708,21389]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_736_(dbseq-nr_735)_[23371,30946]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
scaffold_73_(dbseq-nr_72)_[194699,200755]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_73_(dbseq-nr_72)_[77573,82146]	LTR	Copia	mixture	no	-	AP|ty1/copia RT|hydra RNaseH|copia
scaffold_747_(dbseq-nr_746)_[23717,30746]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret INT|maggy
scaffold_754_(dbseq-nr_753)_[10927,17481]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_757_(dbseq-nr_756)_[17832,24679]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|sire RNaseH|tork
scaffold_75_(dbseq-nr_74)_[99913,105684]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_779_(dbseq-nr_778)_[14892,19958]	LTR	Gypsy	v_clade	no	+	GAG|TF RT|v_clade RNaseH|pyret INT|v_clade
scaffold_783_(dbseq-nr_782)_[23295,30469]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_785_(dbseq-nr_784)_[19257,25809]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_785_(dbseq-nr_784)_[642,7715]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
scaffold_7_(dbseq-nr_6)_[159046,172050]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_807_(dbseq-nr_806)_[21218,26987]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_814_(dbseq-nr_813)_[12137,17122]	LTR	Copia	mixture	no	+	INT|retrofit RT|pseudovirus RNaseH|copia
scaffold_814_(dbseq-nr_813)_[20450,27604]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_830_(dbseq-nr_829)_[8049,15678]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_84_(dbseq-nr_83)_[109850,118318]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_84_(dbseq-nr_83)_[124984,134536]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_84_(dbseq-nr_83)_[139111,146674]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_84_(dbseq-nr_83)_[146718,153615]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_84_(dbseq-nr_83)_[153624,160483]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_84_(dbseq-nr_83)_[167281,178341]	LTR	Gypsy	v_clade	no	?	CHR|retroelement RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_84_(dbseq-nr_83)_[76035,81698]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|codi_d
scaffold_853_(dbseq-nr_852)_[19555,25448]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_864_(dbseq-nr_863)_[6250,13665]	LTR	Gypsy	mixture	no	-	RT|17_6 RNaseH|cer2-3 INT|tat
scaffold_866_(dbseq-nr_865)_[22858,28206]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_86_(dbseq-nr_85)_[41880,49806]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_873_(dbseq-nr_872)_[14279,21536]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_8_(dbseq-nr_7)_[119603,125423]	LTR	Gypsy	pyret	no	-	RT|pyret
scaffold_8_(dbseq-nr_7)_[13389,19357]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_8_(dbseq-nr_7)_[138952,148000]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_8_(dbseq-nr_7)_[165891,170825]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_8_(dbseq-nr_7)_[177190,182344]	LTR	Gypsy	v_clade	no	-	GAG|TF RT|v_clade RNaseH|pyret INT|v_clade
scaffold_8_(dbseq-nr_7)_[3201,10730]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_8_(dbseq-nr_7)_[335562,342035]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|athila INT|tat
scaffold_8_(dbseq-nr_7)_[42374,48962]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_8_(dbseq-nr_7)_[56654,62433]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_8_(dbseq-nr_7)_[69545,83010]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_8_(dbseq-nr_7)_[86239,93371]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
scaffold_8_(dbseq-nr_7)_[96097,102653]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_908_(dbseq-nr_907)_[7932,15219]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_912_(dbseq-nr_911)_[19904,25701]	LTR	Copia	mixture	no	-	INT|tork RT|sire RNaseH|copia
scaffold_919_(dbseq-nr_918)_[19852,25649]	LTR	Copia	mixture	no	-	INT|tork RT|sire RNaseH|copia
scaffold_920_(dbseq-nr_919)_[19827,25624]	LTR	Copia	mixture	no	-	INT|tork RT|sire RNaseH|copia
scaffold_924_(dbseq-nr_923)_[2086,9287]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_937_(dbseq-nr_936)_[3712,11332]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_948_(dbseq-nr_947)_[5126,9478]	Unknown	unknown	cog5550	unknown	+	AP|cog5550
scaffold_95_(dbseq-nr_94)_[24746,39393]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_983_(dbseq-nr_982)_[5611,12131]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_989_(dbseq-nr_988)_[4681,12221]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_9_(dbseq-nr_8)_[374633,382510]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_3_(dbseq-nr_2)_[32804,34286]	LTR	Gypsy	unknown	none	?	none
scaffold_8_(dbseq-nr_7)_[159992,161287]	LTR	Gypsy	unknown	none	?	none
scaffold_26_(dbseq-nr_25)_[101075,102952]	LTR	Gypsy	unknown	none	?	none
scaffold_43_(dbseq-nr_42)_[200332,202197]	LTR	Gypsy	unknown	none	?	none
scaffold_45_(dbseq-nr_44)_[191131,192649]	LTR	Copia	unknown	none	?	none
scaffold_61_(dbseq-nr_60)_[222953,224491]	LTR	Copia	unknown	none	?	none
scaffold_80_(dbseq-nr_79)_[195397,197102]	LTR	Gypsy	unknown	none	?	none
scaffold_108_(dbseq-nr_107)_[147268,149085]	LTR	Gypsy	unknown	none	?	none
scaffold_134_(dbseq-nr_133)_[97924,99443]	LTR	Copia	unknown	none	?	none
scaffold_134_(dbseq-nr_133)_[105994,107485]	LTR	Gypsy	unknown	none	?	none
scaffold_167_(dbseq-nr_166)_[4542,6058]	LTR	Copia	unknown	none	?	none
scaffold_181_(dbseq-nr_180)_[63854,65843]	LTR	Copia	unknown	none	?	none
scaffold_183_(dbseq-nr_182)_[125415,126758]	LTR	Copia	unknown	none	?	none
scaffold_199_(dbseq-nr_198)_[1125,3328]	LTR	Gypsy	unknown	none	?	none
scaffold_257_(dbseq-nr_256)_[8762,10651]	LTR	Gypsy	unknown	none	?	none
scaffold_257_(dbseq-nr_256)_[75062,77691]	LTR	Copia	unknown	none	?	none
scaffold_262_(dbseq-nr_261)_[6510,8350]	LTR	Gypsy	unknown	none	?	none
scaffold_283_(dbseq-nr_282)_[93212,95100]	LTR	Gypsy	unknown	none	?	none
scaffold_326_(dbseq-nr_325)_[18876,20483]	LTR	Gypsy	unknown	none	?	none
scaffold_327_(dbseq-nr_326)_[47058,48579]	LTR	Copia	unknown	none	?	none
scaffold_337_(dbseq-nr_336)_[55766,57166]	LTR	Copia	unknown	none	?	none
scaffold_358_(dbseq-nr_357)_[66649,68450]	LTR	Gypsy	unknown	none	?	none
scaffold_517_(dbseq-nr_516)_[38310,40472]	LTR	Copia	unknown	none	?	none
scaffold_571_(dbseq-nr_570)_[32062,34984]	LTR	Gypsy	unknown	none	?	none
scaffold_599_(dbseq-nr_598)_[32055,33574]	LTR	Copia	unknown	none	?	none
scaffold_607_(dbseq-nr_606)_[33975,35314]	LTR	Copia	unknown	none	?	none
scaffold_616_(dbseq-nr_615)_[13084,14960]	LTR	Gypsy	unknown	none	?	none
scaffold_825_(dbseq-nr_824)_[21225,22640]	LTR	Copia	unknown	none	?	none
scaffold_827_(dbseq-nr_826)_[22847,24274]	LTR	Copia	unknown	none	?	none
scaffold_1025_(dbseq-nr_1024)_[8341,10560]	LTR	Copia	unknown	none	?	none
scaffold_1208_(dbseq-nr_1207)_[14638,15980]	LTR	Copia	unknown	none	?	none
scaffold_1261_(dbseq-nr_1260)_[16187,18028]	LTR	Gypsy	unknown	none	?	none
scaffold_1403_(dbseq-nr_1402)_[12096,13516]	LTR	Copia	unknown	none	?	none
scaffold_1629_(dbseq-nr_1628)_[1467,6109]	LTR	Gypsy	unknown	none	?	none
scaffold_1793_(dbseq-nr_1792)_[8,3440]	LTR	mixture	unknown	none	?	none
scaffold_2146_(dbseq-nr_2145)_[865,2387]	LTR	Copia	unknown	none	?	none
scaffold_2301_(dbseq-nr_2300)_[5738,7566]	LTR	Gypsy	unknown	none	?	none
scaffold_2310_(dbseq-nr_2309)_[14993,16560]	LTR	Copia	unknown	none	?	none
scaffold_2328_(dbseq-nr_2327)_[14752,16265]	LTR	Copia	unknown	none	?	none
scaffold_2554_(dbseq-nr_2553)_[12619,14220]	LTR	Gypsy	unknown	none	?	none
scaffold_3376_(dbseq-nr_3375)_[4320,5838]	LTR	Copia	unknown	none	?	none
scaffold_3428_(dbseq-nr_3427)_[734,5042]	Unknown	unknown	unknown	none	?	none
scaffold_3570_(dbseq-nr_3569)_[4528,6046]	LTR	Copia	unknown	none	?	none
scaffold_3588_(dbseq-nr_3587)_[5553,7466]	LTR	Gypsy	unknown	none	?	none
scaffold_4740_(dbseq-nr_4739)_[2694,3927]	LTR	Copia	unknown	none	?	none
scaffold_4880_(dbseq-nr_4879)_[4498,6013]	LTR	Copia	unknown	none	?	none
scaffold_4937_(dbseq-nr_4936)_[5,4657]	LTR	Gypsy	unknown	none	?	none
scaffold_5000_(dbseq-nr_4999)_[4122,5632]	LTR	Copia	unknown	none	?	none
scaffold_5076_(dbseq-nr_5075)_[3003,4384]	LTR	Copia	unknown	none	?	none
scaffold_5375_(dbseq-nr_5374)_[1780,3122]	LTR	Copia	unknown	none	?	none
scaffold_5555_(dbseq-nr_5554)_[5157,6673]	LTR	Copia	unknown	none	?	none
scaffold_5817_(dbseq-nr_5816)_[11,1335]	LTR	Copia	unknown	none	?	none
scaffold_5840_(dbseq-nr_5839)_[3180,7436]	LTR	Gypsy	unknown	none	?	none
scaffold_5917_(dbseq-nr_5916)_[19,4035]	LTR	Gypsy	unknown	none	?	none
scaffold_6219_(dbseq-nr_6218)_[2585,4060]	LTR	Copia	unknown	none	?	none
scaffold_6434_(dbseq-nr_6433)_[5,4171]	LTR	Gypsy	unknown	none	?	none
scaffold_6580_(dbseq-nr_6579)_[1598,3119]	LTR	Copia	unknown	none	?	none
scaffold_6788_(dbseq-nr_6787)_[827,4588]	LTR	Gypsy	unknown	none	?	none
scaffold_7039_(dbseq-nr_7038)_[18,3899]	LTR	Gypsy	unknown	none	?	none
